race_name,race_class,name,nationality,rider_id,final_position,total_time,total_points,pro_points,queen_points,power_points,team.teamClass,team.teamClassId,team.teamId,team.teamName,stage_1_time,stage_1_stage_result,stage_1_cumulative_result,stage_1_cumulative_behind,stage_1_overall_time,stage_2_time,stage_2_stage_result,stage_2_cumulative_result,stage_2_cumulative_behind,stage_2_overall_time,stage_3_time,stage_3_stage_result,stage_3_cumulative_result,stage_3_cumulative_behind,stage_3_overall_time,stage_4_time,stage_4_stage_result,stage_4_cumulative_result,stage_4_cumulative_behind,stage_4_overall_time,stage_5_time,stage_5_stage_result,stage_5_cumulative_result,stage_5_cumulative_behind,stage_5_overall_time,stage_6_time,stage_6_stage_result,stage_6_cumulative_result,stage_6_cumulative_behind,stage_6_overall_time,stage_0_time,stage_0_stage_result,stage_0_cumulative_result,stage_0_cumulative_behind,stage_0_overall_time
EWS Petzen-Jamnica,EWS100 | WOMEN,MITTERBAUER Lisa,AUT,50799,15,+00:00:53:38.270,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,+00:00:08:36.230,5,5,+00:00:00:38.160,+00:00:08:36.230,+00:00:05:21.050,3,4,+00:00:01:03.120,+00:00:13:57.280,+00:00:03:05.780,4,4,+00:00:01:15.200,+00:00:17:03.060,+00:00:36:35.210,15,15,+00:00:19:51.800,+00:00:53:38.270,,,,,,,,,,
EWS Sugarloaf,WOMEN | Master 35+,LAROUCHE Ingrid,CAN,24583,1,+00:00:38:10.770,180,15,15,N/A,N/A,N/A,N/A,N/A,+00:00:04:34.220,1,1,+00:00:00:00.000,+00:00:04:34.220,+00:00:07:11.000,1,1,+00:00:00:00.000,+00:00:11:45.220,+00:00:11:32.150,1,1,+00:00:00:00.000,+00:00:23:17.370,+00:00:04:22.030,2,1,+00:00:00:00.000,+00:00:27:39.400,+00:00:05:57.530,2,1,+00:00:00:00.000,+00:00:33:36.930,+00:00:04:33.840,1,1,+00:00:00:00.000,+00:00:38:10.770,,,,,
EWS Sugarloaf,WOMEN | Master 35+,NEWELL Melissa,NZL,21458,2,+00:00:38:35.300,115,5,10,N/A,N/A,N/A,N/A,N/A,+00:00:04:50.060,3,3,+00:00:00:15.840,+00:00:04:50.060,+00:00:07:16.520,2,2,+00:00:00:21.360,+00:00:12:06.580,+00:00:11:43.440,2,2,+00:00:00:32.650,+00:00:23:50.020,+00:00:04:19.080,1,2,+00:00:00:29.700,+00:00:28:09.100,+00:00:05:47.880,1,2,+00:00:00:20.050,+00:00:33:56.980,+00:00:04:38.320,2,2,+00:00:00:24.530,+00:00:38:35.300,,,,,
EWS Sugarloaf,WOMEN | Master 35+,MCCONNELOUG Mary,USA,22390,3,+00:00:41:04.360,55,N/A,5,N/A,N/A,N/A,N/A,N/A,+00:00:05:02.570,4,4,+00:00:00:28.350,+00:00:05:02.570,+00:00:07:42.250,3,3,+00:00:00:59.600,+00:00:12:44.820,+00:00:12:30.180,3,3,+00:00:01:57.630,+00:00:25:15.000,+00:00:04:33.020,4,3,+00:00:02:08.620,+00:00:29:48.020,+00:00:06:18.090,4,3,+00:00:02:29.180,+00:00:36:06.110,+00:00:04:58.250,5,3,+00:00:02:53.590,+00:00:41:04.360,,,,,
EWS Sugarloaf,WOMEN | Master 35+,KANAYAN Heidi,USA,24737,4,+00:00:41:46.530,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:05:37.150,6,6,+00:00:01:02.930,+00:00:05:37.150,+00:00:08:03.970,4,5,+00:00:01:55.900,+00:00:13:41.120,+00:00:12:39.200,4,4,+00:00:03:02.950,+00:00:26:20.320,+00:00:04:31.720,3,4,+00:00:03:12.640,+00:00:30:52.040,+00:00:06:06.810,3,4,+00:00:03:21.920,+00:00:36:58.850,+00:00:04:47.680,3,4,+00:00:03:35.760,+00:00:41:46.530,,,,,
EWS Sugarloaf,WOMEN | Master 35+,CONTENTOANGELL Kristine,USA,33608,5,+00:00:42:20.640,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:05:14.610,5,5,+00:00:00:40.390,+00:00:05:14.610,+00:00:08:08.350,5,4,+00:00:01:37.740,+00:00:13:22.960,+00:00:13:08.780,5,5,+00:00:03:14.370,+00:00:26:31.740,+00:00:04:33.230,5,5,+00:00:03:25.570,+00:00:31:04.970,+00:00:06:21.380,5,5,+00:00:03:49.420,+00:00:37:26.350,+00:00:04:54.290,4,5,+00:00:04:09.870,+00:00:42:20.640,,,,,
EWS Sugarloaf,WOMEN | Master 35+,THOMSEN Sandra Bohn,DEN,33584,DNF,DNF,10,10,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:46.130,2,2,+00:00:00:11.910,+00:00:04:46.130,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Sugarloaf,MEN | Master 35+,KIRSCHER Franck,FRA,22930,1,+00:00:28:49.660,325,15,10,N/A,N/A,N/A,N/A,N/A,+00:00:03:41.530,1,1,+00:00:00:00.000,+00:00:03:41.530,+00:00:05:01.130,2,1,+00:00:00:00.000,+00:00:08:42.660,+00:00:08:55.340,2,1,+00:00:00:00.000,+00:00:17:38.000,+00:00:03:19.260,1,1,+00:00:00:00.000,+00:00:20:57.260,+00:00:04:27.120,1,1,+00:00:00:00.000,+00:00:25:24.380,+00:00:03:25.280,1,1,+00:00:00:00.000,+00:00:28:49.660,,,,,
EWS Sugarloaf,MEN | Master 35+,MEMMELAAR Jason,USA,34424,2,+00:00:29:03.400,275,10,15,N/A,N/A,N/A,N/A,N/A,+00:00:03:44.580,2,2,+00:00:00:03.050,+00:00:03:44.580,+00:00:05:00.560,1,2,+00:00:00:02.480,+00:00:08:45.140,+00:00:08:53.770,1,2,+00:00:00:00.910,+00:00:17:38.910,+00:00:03:21.050,2,2,+00:00:00:02.700,+00:00:20:59.960,+00:00:04:36.410,3,2,+00:00:00:11.990,+00:00:25:36.370,+00:00:03:27.030,2,2,+00:00:00:13.740,+00:00:29:03.400,,,,,
EWS Sugarloaf,MEN | Master 35+,WEIDEMANN Mads,DEN,33629,3,+00:00:29:49.750,225,N/A,5,N/A,N/A,N/A,N/A,N/A,+00:00:04:05.720,14,14,+00:00:00:24.190,+00:00:04:05.720,+00:00:05:02.680,3,4,+00:00:00:25.740,+00:00:09:08.400,+00:00:09:05.880,3,3,+00:00:00:36.280,+00:00:18:14.280,+00:00:03:29.150,5,3,+00:00:00:46.170,+00:00:21:43.430,+00:00:04:36.720,4,3,+00:00:00:55.770,+00:00:26:20.150,+00:00:03:29.600,3,3,+00:00:01:00.090,+00:00:29:49.750,,,,,
EWS Sugarloaf,MEN | Master 35+,AMOUR Karim,FRA,21696,4,+00:00:30:00.900,200,N/A,N/A,N/A,Pro,2,49,BH Enduro Racing Team,+00:00:03:50.750,5,5,+00:00:00:09.220,+00:00:03:50.750,+00:00:05:05.730,4,3,+00:00:00:13.820,+00:00:08:56.480,+00:00:09:33.500,9,4,+00:00:00:51.980,+00:00:18:29.980,+00:00:03:24.280,3,4,+00:00:00:57.000,+00:00:21:54.260,+00:00:04:36.400,2,4,+00:00:01:06.280,+00:00:26:30.660,+00:00:03:30.240,4,4,+00:00:01:11.240,+00:00:30:00.900,,,,,
EWS Sugarloaf,MEN | Master 35+,BRODERICK Michael,USA,22376,5,+00:00:30:31.550,195,5,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:46.700,3,3,+00:00:00:05.170,+00:00:03:46.700,+00:00:05:29.900,8,6,+00:00:00:33.940,+00:00:09:16.600,+00:00:09:15.090,4,5,+00:00:00:53.690,+00:00:18:31.690,+00:00:03:34.790,8,5,+00:00:01:09.220,+00:00:22:06.480,+00:00:04:47.250,6,5,+00:00:01:29.350,+00:00:26:53.730,+00:00:03:37.820,5,5,+00:00:01:41.890,+00:00:30:31.550,,,,,
EWS Sugarloaf,MEN | Master 35+,COOPER William,USA,23457,6,+00:00:30:43.630,180,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:48.840,4,4,+00:00:00:07.310,+00:00:03:48.840,+00:00:05:26.370,6,5,+00:00:00:32.550,+00:00:09:15.210,+00:00:09:28.600,6,6,+00:00:01:05.810,+00:00:18:43.810,+00:00:03:33.420,7,7,+00:00:01:19.970,+00:00:22:17.230,+00:00:04:47.150,5,7,+00:00:01:40.000,+00:00:27:04.380,+00:00:03:39.250,6,6,+00:00:01:53.970,+00:00:30:43.630,,,,,
EWS Sugarloaf,MEN | Master 35+,SCHEIDING Jason,USA,22966,7,+00:00:30:44.710,170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:59.940,11,11,+00:00:00:18.410,+00:00:03:59.940,+00:00:05:26.600,7,8,+00:00:00:43.880,+00:00:09:26.540,+00:00:09:22.330,5,7,+00:00:01:10.870,+00:00:18:48.870,+00:00:03:27.300,4,6,+00:00:01:18.910,+00:00:22:16.170,+00:00:04:47.730,7,6,+00:00:01:39.520,+00:00:27:03.900,+00:00:03:40.810,7,7,+00:00:01:55.050,+00:00:30:44.710,,,,,
EWS Sugarloaf,MEN | Master 35+,OSHURA John Shane,USA,22013,8,+00:00:31:15.860,160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:50.810,6,6,+00:00:00:09.280,+00:00:03:50.810,+00:00:05:43.830,16,11,+00:00:00:51.980,+00:00:09:34.640,+00:00:09:29.920,7,8,+00:00:01:26.560,+00:00:19:04.560,+00:00:03:34.930,9,8,+00:00:01:42.230,+00:00:22:39.490,+00:00:04:49.330,9,8,+00:00:02:04.440,+00:00:27:28.820,+00:00:03:47.040,11,8,+00:00:02:26.200,+00:00:31:15.860,,,,,
EWS Sugarloaf,MEN | Master 35+,CANFIELD Christopher,USA,35613,9,+00:00:31:17.340,150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:50.860,7,7,+00:00:00:09.330,+00:00:03:50.860,+00:00:05:39.940,12,9,+00:00:00:48.140,+00:00:09:30.800,+00:00:09:41.120,11,12,+00:00:01:33.920,+00:00:19:11.920,+00:00:03:32.480,6,9,+00:00:01:47.140,+00:00:22:44.400,+00:00:04:48.900,8,9,+00:00:02:08.920,+00:00:27:33.300,+00:00:03:44.040,9,9,+00:00:02:27.680,+00:00:31:17.340,,,,,
EWS Sugarloaf,MEN | Master 35+,CARREZ Cedric,FRA,23588,10,+00:00:31:24.850,125,N/A,N/A,N/A,Premier,1,13,Lapierre Zipp Collective,+00:00:03:54.220,8,8,+00:00:00:12.690,+00:00:03:54.220,+00:00:05:31.710,10,7,+00:00:00:43.270,+00:00:09:25.930,+00:00:09:41.730,12,9,+00:00:01:29.660,+00:00:19:07.660,+00:00:03:40.000,15,11,+00:00:01:50.400,+00:00:22:47.660,+00:00:04:55.830,12,11,+00:00:02:19.110,+00:00:27:43.490,+00:00:03:41.360,8,10,+00:00:02:35.190,+00:00:31:24.850,,,,,
EWS Sugarloaf,MEN | Master 35+,NABLO Brooks,USA,40195,11,+00:00:31:25.230,115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:05.600,13,13,+00:00:00:24.070,+00:00:04:05.600,+00:00:05:25.900,5,10,+00:00:00:48.840,+00:00:09:31.500,+00:00:09:37.950,10,10,+00:00:01:31.450,+00:00:19:09.450,+00:00:03:36.080,11,10,+00:00:01:48.270,+00:00:22:45.530,+00:00:04:54.950,10,10,+00:00:02:16.100,+00:00:27:40.480,+00:00:03:44.750,10,11,+00:00:02:35.570,+00:00:31:25.230,,,,,
EWS Sugarloaf,MEN | Master 35+,LEECH Ryan,USA,24433,12,+00:00:31:39.470,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:07.800,15,15,+00:00:00:26.270,+00:00:04:07.800,+00:00:05:31.470,9,13,+00:00:00:56.610,+00:00:09:39.270,+00:00:09:31.880,8,11,+00:00:01:33.150,+00:00:19:11.150,+00:00:03:38.550,13,12,+00:00:01:52.440,+00:00:22:49.700,+00:00:04:59.980,14,12,+00:00:02:25.300,+00:00:27:49.680,+00:00:03:49.790,16,12,+00:00:02:49.810,+00:00:31:39.470,,,,,
EWS Sugarloaf,MEN | Master 35+,BIGHAM Ryan,USA,34266,13,+00:00:31:58.400,90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:08.000,16,16,+00:00:00:26.470,+00:00:04:08.000,+00:00:05:41.900,15,16,+00:00:01:07.240,+00:00:09:49.900,+00:00:09:47.920,13,13,+00:00:01:59.820,+00:00:19:37.820,+00:00:03:35.800,10,13,+00:00:02:16.360,+00:00:23:13.620,+00:00:04:55.500,11,13,+00:00:02:44.740,+00:00:28:09.120,+00:00:03:49.280,14,13,+00:00:03:08.740,+00:00:31:58.400,,,,,
EWS Sugarloaf,MEN | Master 35+,WILLIAMS Adam,USA,38122,14,+00:00:32:26.410,85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:01.500,12,12,+00:00:00:19.970,+00:00:04:01.500,+00:00:05:38.720,11,14,+00:00:00:57.560,+00:00:09:40.220,+00:00:10:12.130,16,15,+00:00:02:14.350,+00:00:19:52.350,+00:00:03:46.190,17,15,+00:00:02:41.280,+00:00:23:38.540,+00:00:05:00.790,15,16,+00:00:03:14.950,+00:00:28:39.330,+00:00:03:47.080,12,14,+00:00:03:36.750,+00:00:32:26.410,,,,,
EWS Sugarloaf,MEN | Master 35+,BISHOP Allan,USA,33429,15,+00:00:32:27.070,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:15.480,18,18,+00:00:00:33.950,+00:00:04:15.480,+00:00:05:41.100,14,17,+00:00:01:13.920,+00:00:09:56.580,+00:00:10:07.420,15,16,+00:00:02:26.000,+00:00:20:04.000,+00:00:03:37.770,12,16,+00:00:02:44.510,+00:00:23:41.770,+00:00:04:57.190,13,15,+00:00:03:14.580,+00:00:28:38.960,+00:00:03:48.110,13,15,+00:00:03:37.410,+00:00:32:27.070,,,,,
EWS Sugarloaf,MEN | Master 35+,EVENS Tim,USA,51473,16,+00:00:32:47.250,75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:55.200,9,9,+00:00:00:13.670,+00:00:03:55.200,+00:00:05:47.750,17,15,+00:00:01:00.290,+00:00:09:42.950,+00:00:10:02.030,14,14,+00:00:02:06.980,+00:00:19:44.980,+00:00:03:38.900,14,14,+00:00:02:26.620,+00:00:23:23.880,+00:00:05:04.480,17,14,+00:00:03:03.980,+00:00:28:28.360,+00:00:04:18.890,19,16,+00:00:03:57.590,+00:00:32:47.250,,,,,
EWS Sugarloaf,MEN | Master 35+,LAWWILL Joe,USA,24749,17,+00:00:33:11.540,70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:56.470,10,10,+00:00:00:14.940,+00:00:03:56.470,+00:00:05:40.170,13,12,+00:00:00:53.980,+00:00:09:36.640,+00:00:10:56.160,19,17,+00:00:02:54.800,+00:00:20:32.800,+00:00:03:48.080,19,17,+00:00:03:23.620,+00:00:24:20.880,+00:00:05:01.130,16,17,+00:00:03:57.630,+00:00:29:22.010,+00:00:03:49.530,15,17,+00:00:04:21.880,+00:00:33:11.540,,,,,
EWS Sugarloaf,MEN | Master 35+,GIARDINA Matthew,USA,39367,18,+00:00:34:24.540,65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:12.280,17,17,+00:00:00:30.750,+00:00:04:12.280,+00:00:06:19.050,20,18,+00:00:01:48.670,+00:00:10:31.330,+00:00:10:39.870,18,18,+00:00:03:33.200,+00:00:21:11.200,+00:00:03:47.580,18,18,+00:00:04:01.520,+00:00:24:58.780,+00:00:05:19.040,19,18,+00:00:04:53.440,+00:00:30:17.820,+00:00:04:06.720,17,18,+00:00:05:34.880,+00:00:34:24.540,,,,,
EWS Sugarloaf,MEN | Master 35+,ALCISTO Patrick,USA,38277,19,+00:00:34:30.430,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:55.280,21,21,+00:00:01:13.750,+00:00:04:55.280,+00:00:06:02.780,18,20,+00:00:02:15.400,+00:00:10:58.060,+00:00:10:31.200,17,19,+00:00:03:51.260,+00:00:21:29.260,+00:00:03:44.250,16,19,+00:00:04:16.250,+00:00:25:13.510,+00:00:05:10.150,18,19,+00:00:04:59.280,+00:00:30:23.660,+00:00:04:06.770,18,19,+00:00:05:40.770,+00:00:34:30.430,,,,,
EWS Sugarloaf,MEN | Master 35+,ADOLPHSON Odin,USA,22332,20,+00:00:36:28.060,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:31.860,20,20,+00:00:00:50.330,+00:00:04:31.860,+00:00:06:13.680,19,19,+00:00:02:02.880,+00:00:10:45.540,+00:00:11:00.610,20,20,+00:00:04:08.150,+00:00:21:46.150,+00:00:04:10.550,20,20,+00:00:04:59.440,+00:00:25:56.700,+00:00:05:50.750,20,20,+00:00:06:23.070,+00:00:31:47.450,+00:00:04:40.610,20,20,+00:00:07:38.400,+00:00:36:28.060,,,,,
EWS Sugarloaf,MEN | Master 35+,TREMBLAY Simon Olivier,CAN,34575,DNF,DNF,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Sugarloaf,MEN | Master 35+,TREGLIA Benedict,USA,22762,DNF,DNF,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:21.020,19,19,+00:00:00:39.490,+00:00:04:21.020,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Sugarloaf,MEN | Master 35+,STERCKX Ronny,CAN,22632,DNF,DNF,0,N/A,N/A,N/A,Development,5,99,RST Enduro Team,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Sugarloaf,WOMEN | Under 21,RIVA Sophie,ITA,33949,1,+00:00:33:45.430,180,15,15,N/A,N/A,N/A,N/A,N/A,+00:00:04:09.040,1,1,+00:00:00:00.000,+00:00:04:09.040,+00:00:06:00.500,1,1,+00:00:00:00.000,+00:00:10:09.540,+00:00:10:15.200,1,1,+00:00:00:00.000,+00:00:20:24.740,+00:00:03:58.080,1,1,+00:00:00:00.000,+00:00:24:22.820,+00:00:05:16.540,1,1,+00:00:00:00.000,+00:00:29:39.360,+00:00:04:06.070,1,1,+00:00:00:00.000,+00:00:33:45.430,,,,,
EWS Sugarloaf,WOMEN | Under 21,GALLO FUENTES Paz,CHI,52289,2,+00:00:34:24.280,120,10,10,N/A,N/A,N/A,N/A,N/A,+00:00:04:11.970,2,2,+00:00:00:02.930,+00:00:04:11.970,+00:00:06:07.670,2,2,+00:00:00:10.100,+00:00:10:19.640,+00:00:10:35.470,2,2,+00:00:00:30.370,+00:00:20:55.110,+00:00:03:59.960,3,2,+00:00:00:32.250,+00:00:24:55.070,+00:00:05:21.040,2,2,+00:00:00:36.750,+00:00:30:16.110,+00:00:04:08.170,2,2,+00:00:00:38.850,+00:00:34:24.280,,,,,
EWS Sugarloaf,WOMEN | Under 21,BINGHAM Lauren,USA,25005,3,+00:00:35:29.290,60,5,5,N/A,N/A,N/A,N/A,N/A,+00:00:04:21.140,3,3,+00:00:00:12.100,+00:00:04:21.140,+00:00:06:25.200,4,3,+00:00:00:36.800,+00:00:10:46.340,+00:00:10:53.870,3,3,+00:00:01:15.470,+00:00:21:40.210,+00:00:03:58.350,2,3,+00:00:01:15.740,+00:00:25:38.560,+00:00:05:31.670,4,3,+00:00:01:30.870,+00:00:31:10.230,+00:00:04:19.060,5,3,+00:00:01:43.860,+00:00:35:29.290,,,,,
EWS Sugarloaf,WOMEN | Under 21,BOUCHER Lily,CAN,40222,4,+00:00:35:39.670,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:26.550,4,4,+00:00:00:17.510,+00:00:04:26.550,+00:00:06:20.350,3,4,+00:00:00:37.360,+00:00:10:46.900,+00:00:10:57.270,4,4,+00:00:01:19.430,+00:00:21:44.170,+00:00:04:09.900,5,4,+00:00:01:31.250,+00:00:25:54.070,+00:00:05:30.440,3,4,+00:00:01:45.150,+00:00:31:24.510,+00:00:04:15.160,3,4,+00:00:01:54.240,+00:00:35:39.670,,,,,
EWS Sugarloaf,WOMEN | Under 21,HENRY Justine,FRA,32717,5,+00:00:36:30.710,10,N/A,N/A,N/A,Development,5,88,Tribe Pyrenees Gravity,+00:00:04:26.580,5,5,+00:00:00:17.540,+00:00:04:26.580,+00:00:06:45.270,5,5,+00:00:01:02.310,+00:00:11:11.850,+00:00:11:25.900,5,5,+00:00:02:13.010,+00:00:22:37.750,+00:00:04:05.550,4,5,+00:00:02:20.480,+00:00:26:43.300,+00:00:05:31.970,5,5,+00:00:02:35.910,+00:00:32:15.270,+00:00:04:15.440,4,5,+00:00:02:45.280,+00:00:36:30.710,,,,,
EWS Sugarloaf,WOMEN | Under 21,BIXLER Erin,USA,26673,DNF,DNF,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Sugarloaf,WOMEN | Under 21,HOLM Hanna,USA,39590,DNF,DNF,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:05:38.800,6,6,+00:00:01:29.760,+00:00:05:38.800,+00:00:08:52.720,6,6,+00:00:04:21.980,+00:00:14:31.520,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Sugarloaf,MEN | Under 21,SHERLOCK Seth,CAN,40432,1,+00:00:27:28.880,330,15,15,N/A,N/A,N/A,N/A,N/A,+00:00:03:20.590,1,1,+00:00:00:00.000,+00:00:03:20.590,+00:00:04:45.030,2,1,+00:00:00:00.000,+00:00:08:05.620,+00:00:08:28.100,1,1,+00:00:00:00.000,+00:00:16:33.720,+00:00:03:13.020,1,1,+00:00:00:00.000,+00:00:19:46.740,+00:00:04:20.780,2,1,+00:00:00:00.000,+00:00:24:07.520,+00:00:03:21.360,5,1,+00:00:00:00.000,+00:00:27:28.880,,,,,
EWS Sugarloaf,MEN | Under 21,HANCOCK Emmett,CAN,37051,2,+00:00:27:57.120,255,5,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:27.070,3,3,+00:00:00:06.480,+00:00:03:27.070,+00:00:04:56.620,6,4,+00:00:00:18.070,+00:00:08:23.690,+00:00:08:38.710,4,4,+00:00:00:28.680,+00:00:17:02.400,+00:00:03:15.080,4,4,+00:00:00:30.740,+00:00:20:17.480,+00:00:04:22.580,3,3,+00:00:00:32.540,+00:00:24:40.060,+00:00:03:17.060,2,2,+00:00:00:28.240,+00:00:27:57.120,,,,,
EWS Sugarloaf,MEN | Under 21,KELLER Jake,USA,31400,3,+00:00:28:03.720,225,N/A,5,N/A,N/A,N/A,N/A,N/A,+00:00:03:29.780,6,6,+00:00:00:09.190,+00:00:03:29.780,+00:00:04:59.120,8,7,+00:00:00:23.280,+00:00:08:28.900,+00:00:08:29.020,3,3,+00:00:00:24.200,+00:00:16:57.920,+00:00:03:14.570,3,2,+00:00:00:25.750,+00:00:20:12.490,+00:00:04:25.630,4,2,+00:00:00:30.600,+00:00:24:38.120,+00:00:03:25.600,11,3,+00:00:00:34.840,+00:00:28:03.720,,,,,
EWS Sugarloaf,MEN | Under 21,JOHNSTON Guy,NZL,50550,4,+00:00:28:04.360,200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:29.660,5,5,+00:00:00:09.070,+00:00:03:29.660,+00:00:04:50.850,4,2,+00:00:00:14.890,+00:00:08:20.510,+00:00:08:54.770,10,5,+00:00:00:41.560,+00:00:17:15.280,+00:00:03:13.130,2,5,+00:00:00:41.670,+00:00:20:28.410,+00:00:04:20.220,1,5,+00:00:00:41.110,+00:00:24:48.630,+00:00:03:15.730,1,4,+00:00:00:35.480,+00:00:28:04.360,,,,,
EWS Sugarloaf,MEN | Under 21,HELLY Johnathan,CAN,27147,5,+00:00:28:07.800,210,10,10,N/A,N/A,N/A,N/A,N/A,+00:00:03:25.390,2,2,+00:00:00:04.800,+00:00:03:25.390,+00:00:05:02.340,13,5,+00:00:00:22.110,+00:00:08:27.730,+00:00:08:28.330,2,2,+00:00:00:22.340,+00:00:16:56.060,+00:00:03:18.120,8,3,+00:00:00:27.440,+00:00:20:14.180,+00:00:04:33.900,17,4,+00:00:00:40.560,+00:00:24:48.080,+00:00:03:19.720,3,5,+00:00:00:38.920,+00:00:28:07.800,,,,,
EWS Sugarloaf,MEN | Under 21,CHAPIN Aiden,USA,25700,6,+00:00:28:17.830,180,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:28.190,4,4,+00:00:00:07.600,+00:00:03:28.190,+00:00:04:54.200,5,3,+00:00:00:16.770,+00:00:08:22.390,+00:00:08:53.080,9,6,+00:00:00:41.750,+00:00:17:15.470,+00:00:03:16.820,7,6,+00:00:00:45.550,+00:00:20:32.290,+00:00:04:25.700,5,6,+00:00:00:50.470,+00:00:24:57.990,+00:00:03:19.840,4,6,+00:00:00:48.950,+00:00:28:17.830,,,,,
EWS Sugarloaf,MEN | Under 21,SNOW Jakob,USA,24674,7,+00:00:28:36.120,170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:37.300,11,11,+00:00:00:16.710,+00:00:03:37.300,+00:00:05:01.710,11,12,+00:00:00:33.390,+00:00:08:39.010,+00:00:08:44.920,5,7,+00:00:00:50.210,+00:00:17:23.930,+00:00:03:16.650,6,7,+00:00:00:53.840,+00:00:20:40.580,+00:00:04:27.570,8,7,+00:00:01:00.630,+00:00:25:08.150,+00:00:03:27.970,13,7,+00:00:01:07.240,+00:00:28:36.120,,,,,
EWS Sugarloaf,MEN | Under 21,SCHEELE William,NOR,33415,8,+00:00:28:48.480,160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:44.290,21,20,+00:00:00:23.700,+00:00:03:44.290,+00:00:04:48.730,3,8,+00:00:00:27.400,+00:00:08:33.020,+00:00:09:07.420,16,11,+00:00:01:06.720,+00:00:17:40.440,+00:00:03:18.530,9,9,+00:00:01:12.230,+00:00:20:58.970,+00:00:04:26.920,7,9,+00:00:01:18.370,+00:00:25:25.890,+00:00:03:22.590,6,8,+00:00:01:19.600,+00:00:28:48.480,,,,,
EWS Sugarloaf,MEN | Under 21,JT FISHER ,USA,38262,9,+00:00:28:50.120,150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:36.780,9,9,+00:00:00:16.190,+00:00:03:36.780,+00:00:05:01.130,10,10,+00:00:00:32.290,+00:00:08:37.910,+00:00:08:51.690,8,8,+00:00:00:55.880,+00:00:17:29.600,+00:00:03:19.940,11,8,+00:00:01:02.800,+00:00:20:49.540,+00:00:04:32.100,12,8,+00:00:01:14.120,+00:00:25:21.640,+00:00:03:28.480,16,9,+00:00:01:21.240,+00:00:28:50.120,,,,,
